movie_title,genres,gross,imdb_score,director_name,actor_1_name,actor_2_name,actor_3_name,,,
Argo,Biography Drama History Thriller,136019448,7.7,Ben Affleck,Clea DuVall,Scoot McNairy,Tate Donovan,,,
The Fugitive,Action Adventure Crime Drama Mystery Thriller,183875760,7.8,Andrew Davis,Harrison Ford,Daniel Roebuck,Sela Ward,,,
The Bounty Hunter,Action Comedy Romance,67061228,5.5,Andy Tennant,Gerard Butler,Dorian Missick,Peter Greene,,,
Sleepers,Crime Drama Thriller,53300852,7.5,Barry Levinson,Robert De Niro,Brad Pitt,Minnie Driver,,,
Rambo: First Blood Part II,Action Adventure Thriller War,150415432,6.4,George P. Cosmatos,Sylvester Stallone,Julia Nickson,Martin Kove,,,
The Juror,Drama Thriller,44834712,5.6,Brian Gibson,Joseph Gordon-Levitt,Demi Moore,Anne Heche,,,
Pinocchio,Animation Family Fantasy Musical,84300000,7.5,Norman Ferguson,Mel Blanc,Dickie Jones,Cliff Edwards,,,
Heaven's Gate,Adventure Drama Western,1500000,6.8,Michael Cimino,Jeff Bridges,Sam Waterston,Isabelle Huppert,,,
Underworld: Evolution,Action Adventure Fantasy Sci-Fi Thriller,62318875,6.8,Len Wiseman,Sophia Myles,Tony Curran,Derek Jacobi,,,
Victor Frankenstein,Drama Horror Sci-Fi Thriller,5773519,6,Paul McGuigan,Daniel Radcliffe,Spencer Wilding,Daniel Mays,,,
Finding Forrester,Drama,51768623,7.3,Gus Van Sant,F. Murray Abraham,Rob Brown,Michael Nouri,,,
28 Days,Comedy Drama,37035515,6,Betty Thomas,Steve Buscemi,Viggo Mortensen,Elizabeth Perkins,,,
Unleashed,Action Crime Drama Thriller,24520892,7,Louis Leterrier,Morgan Freeman,Jet Li,Bob Hoskins,,,
The Sweetest Thing,Comedy Romance,24430272,5.1,Roger Kumble,Judith Chapman,Lillian Adams,Chelsea Bond,,,
The Firm,Drama Mystery Thriller,158348400,6.8,Sydney Pollack,Tom Cruise,Holly Hunter,Wilford Brimley,,,
Charlie St. Cloud,Drama Fantasy Romance,31136950,6.5,Burr Steers,Augustus Prew,Charlie Tahan,Valerie Tian,,,
The Mechanic,Action Crime Thriller,29113588,6.6,Simon West,Jason Statham,Tony Goldwyn,Mini Anden,,,
21 Jump Street,Action Comedy Crime,138447667,7.2,Phil Lord,Channing Tatum,Dax Flame,Rob Riggle,,,
Notting Hill,Comedy Drama Romance,116006080,7,Roger Michell,Julia Roberts,Clarke Peters,Dylan Moran,,,
Chicken Run,Adventure Animation Comedy Drama Family,106793915,7,Peter Lord,Imelda Staunton,Miranda Richardson,Julia Sawalha,,,
Along Came Polly,Comedy Romance,87856565,5.9,John Hamburg,Philip Seymour Hoffman,Masi Oka,Debra Messing,,,
Boomerang,Comedy Drama Romance,70100000,5.4,Reginald Hudlin,John Witherspoon,Eartha Kitt,Geoffrey Holder,,,
The Heat,Action Comedy Crime,159578352,6.6,Paul Feig,Michael Rapaport,William Xifaras,Demián Bichir,,,
Cleopatra,Biography Drama History Romance,57750000,7,Joseph L. Mankiewicz,Martin Landau,Richard Burton,Roddy McDowall,,,
Here Comes the Boom,Action Comedy Sport,45290318,6.5,Frank Coraci,Salma Hayek,Reggie Lee,Charice,,,
High Crimes,Crime Drama Mystery Thriller,41543207,6.3,Carl Franklin,Morgan Freeman,Adam Scott,Bruce Davison,,,
The Mirror Has Two Faces,Comedy Drama Romance,41252428,6.5,Barbra Streisand,Jeff Bridges,Austin Pendleton,Mimi Rogers,,,
The Mothman Prophecies,Drama Horror Mystery Thriller,35228696,6.5,Mark Pellington,Debra Messing,Will Patton,David Eigenberg,,,
Licence to Kill,Action Adventure Thriller,34667015,6.6,John Glen,Robert Davi,Talisa Soto,Anthony Zerbe,,,
Red Riding Hood,Fantasy Horror Mystery Thriller,37652565,5.4,Catherine Hardwicke,Gary Oldman,Billy Burke,Virginia Madsen,,,
15 Minutes,Action Crime Drama Thriller,24375436,6.1,John Herzfeld,Robert De Niro,Charlize Theron,Kelsey Grammer,,,
Super Mario Bros.,Adventure Comedy Family Fantasy Sci-Fi,20915465,4,Annabel Jankel,Bob Hoskins,Fisher Stevens,Fiona Shaw,,,
Lord of War,Crime Drama Thriller,24127895,7.6,Andrew Niccol,Nicolas Cage,Jeremy Crutchley,Jared Burke,,,
Hero,Action Adventure History,84961,7.9,Yimou Zhang,Jet Li,Tony Chiu Wai Leung,Maggie Cheung,,,
One for the Money,Action Comedy Crime Romance Thriller,26404753,5.3,Julie Anne Robinson,Fisher Stevens,Debbie Reynolds,Patrick Fischler,,,
The Interview,Comedy,6105175,6.6,Evan Goldberg,James Franco,Randall Park,Anders Holm,,,
The Warrior's Way,Action Fantasy Western,5664251,6.3,Sngmoo Lee,Tony Cox,Dong-gun Jang,Jed Brophy,,,
McHale's Navy            ,Comedy War,,7.5,,Tim Conway,Gavin MacLeod,Bob Hastings,,,
Micmacs,Action Comedy Crime,1260917,7.2,Jean-Pierre Jeunet,Omar Sy,Dany Boon,André Dussollier,,,
8 Mile,Drama Music,116724075,7,Curtis Hanson,Mekhi Phifer,Omar Benson Miller,Evan Jones,,,
Animal Kingdom: Let's go Ape,Adventure Animation Comedy Family,,4.9,Jamel Debbouze,Jamel Debbouze,Youssef Hajdi,Mélissa Theuriau,,,
A Knight's Tale,Action Adventure Romance,56083966,6.9,Brian Helgeland,Heath Ledger,Rufus Sewell,Bérénice Bejo,,,
The Medallion,Action Comedy Fantasy,22108977,5.2,Gordon Chan,Julian Sands,Lee Evans,Anthony Chau-Sang Wong,,,
The Sixth Sense,Drama Mystery Thriller,293501675,8.1,M. Night Shyamalan,Bruce Willis,Haley Joel Osment,Olivia Williams,,,
Man on a Ledge,Action Crime Thriller,18600911,6.6,Asger Leth,Robert Clohessy,Mandy Gonzalez,J. Smith-Cameron,,,
The Big Year,Comedy,7204138,6.2,David Frankel,Joel McHale,Kevin Pollak,JoBeth Williams,,,
The Karate Kid,Action Drama Family Sport,90800000,7.2,John G. Avildsen,Martin Kove,William Zabka,William Bassett,,,
American Hustle,Crime Drama,150117807,7.3,David O. Russell,Jennifer Lawrence,Christian Bale,Bradley Cooper,,,
The Proposal,Comedy Drama Romance,163947053,6.7,Anne Fletcher,Ryan Reynolds,Denis O'Hare,Craig T. Nelson,,,
Double Jeopardy,Crime Mystery Thriller,116735231,6.4,Bruce Beresford,Bruce Greenwood,Annabeth Gish,Bruce Campbell,,,
Back to the Future Part II,Adventure Comedy Sci-Fi,118500000,7.8,Robert Zemeckis,Lea Thompson,Jeffrey Weissman,Thomas F. Wilson,,,
Lucy,Action Sci-Fi Thriller,126546825,6.4,Luc Besson,Scarlett Johansson,Morgan Freeman,Amr Waked,,,
Fifty Shades of Grey,Drama Romance,166147885,4.1,Sam Taylor-Johnson,Jennifer Ehle,Luke Grimes,Callum Rennie,,,
Spy Kids 3-D: Game Over,Action Adventure Comedy Family Sci-Fi,111760631,4.1,Robert Rodriguez,Sylvester Stallone,Salma Hayek,Alexa PenaVega,,,
A Time to Kill,Crime Drama Thriller,108706165,7.4,Joel Schumacher,Kevin Spacey,Matthew McConaughey,Oliver Platt,,,
Cheaper by the Dozen,Comedy Family,138614544,5.8,Shawn Levy,Tom Welling,Alyson Stoner,Bonnie Hunt,,,
Lone Survivor,Action Biography Drama Thriller War,125069696,7.6,Peter Berg,Jerry Ferrara,Scott Elrod,Dan Bilzerian,,,
A League of Their Own,Comedy Drama Sport,107458785,7.2,Penny Marshall,Tom Hanks,Lori Petty,Rosie O'Donnell,,,
The Conjuring 2,Horror Mystery Thriller,102310175,7.8,James Wan,Javier Botet,Frances O'Connor,Robin Atkin Downes,,,
The Social Network,Biography Drama,96917897,7.7,David Fincher,Andrew Garfield,Dustin Fitzsimons,Marcella Lentz-Pope,,,
He's Just Not That Into You,Comedy Drama Romance,93952276,6.4,Ken Kwapis,Carmen Perez,Sabrina Revelle,Sachiko Ishida,,,
Scary Movie 4,Comedy,90703745,5.1,David Zucker,Beau Mirchoff,Carmen Electra,Regina Hall,,,
Scream 3,Horror Mystery,89138076,5.5,Wes Craven,Kelly Rutherford,Roger Jackson,Nancy O'Dell,,,
Back to the Future Part III,Adventure Comedy Sci-Fi Western,87666629,7.4,Robert Zemeckis,Lea Thompson,Jeffrey Weissman,Thomas F. Wilson,,,
Get Hard,Comedy Crime,90353764,6,Etan Cohen,Will Ferrell,Alison Brie,Craig T. Nelson,,,
Bram Stoker's Dracula,Fantasy Horror Romance,82522790,7.5,Francis Ford Coppola,Keanu Reeves,Anthony Hopkins,Gary Oldman,,,
Julie & Julia,Biography Drama Romance,94125426,7,Nora Ephron,Meryl Streep,Mary Lynn Rajskub,Vanessa Ferlito,,,
42,Biography Drama Sport,95001343,7.5,Brian Helgeland,Harrison Ford,Christopher Meloni,Nicole Beharie,,,
The Talented Mr. Ripley,Crime Drama Thriller,81292135,7.3,Anthony Minghella,Philip Seymour Hoffman,Matt Damon,Jack Davenport,,,
Dumb and Dumber To,Comedy,86208010,5.7,Bobby Farrelly,Bill Murray,Kathleen Turner,Rob Riggle,,,
Eight Below,Adventure Drama Family,81593527,7.3,Frank Marshall,Paul Walker,Bruce Greenwood,Wendy Crewson,,,
The Intern,Comedy Drama,75274748,7.2,Nancy Meyers,Robert De Niro,Anne Hathaway,Rene Russo,,,
Ride Along 2,Action Comedy,90835030,5.9,Tim Story,Olivia Munn,Nadine Velazquez,Bruce McGill,,,
The Last of the Mohicans,Action Adventure Drama Romance War,72455275,7.8,Michael Mann,Wes Studi,Terry Kinney,Eric Schweig,,,
Ray,Biography Drama Music,75305995,7.7,Taylor Hackford,Bokeem Woodbine,Curtis Armstrong,Harry Lennix,,,
Sin City,Crime Thriller,74098862,8.1,Frank Miller,Rosario Dawson,Powers Boothe,Jason Douglas,,,
Vantage Point,Crime Drama Mystery Thriller,72266306,6.6,Pete Travis,Dennis Quaid,Edgar Ramírez,William Hurt,,,
Shallow Hal,Comedy Drama Fantasy Romance,70836296,5.9,Bobby Farrelly,Jason Alexander,Bruce McGill,Susan Ward,,,
JFK,Drama History Thriller,70405498,8,Oliver Stone,Sally Kirkland,Jay O. Sanders,Cheryl Penland,,,
Big Momma's House 2,Comedy Crime,70163652,4.6,John Whitesell,Chloë Grace Moretz,Nia Long,Marisol Nichols,,,
The Mexican,Adventure Comedy Crime Romance,66808615,6.1,Gore Verbinski,J.K. Simmons,Brad Pitt,Julia Roberts,,,
Unbroken,Biography Drama Sport War,115603980,7.2,Angelina Jolie Pitt,Finn Wittrock,Jack O'Connell,Alex Russell,,,
17 Again,Comedy Drama Family Fantasy Romance,64149837,6.4,Burr Steers,Matthew Perry,Hunter Parrish,Thomas Lennon,,,
The Other Woman,Comedy Romance,83906114,6,Nick Cassavetes,Don Johnson,Kate Upton,David Thornton,,,
The Final Destination,Horror,66466372,5.2,David R. Ellis,Krista Allen,Andrew Fiscella,Shantel VanSanten,,,
Bridge of Spies,Drama History Thriller,72306065,7.6,Steven Spielberg,Tom Hanks,Mark Rylance,Amy Ryan,,,
Behind Enemy Lines,Action Drama Thriller War,59068786,6.4,John Moore,Joaquim de Almeida,David Keith,Sam Jaeger,,,
Get Him to the Greek,Comedy Music,60923325,6.4,Nicholas Stoller,Pink,Mario Lopez,Lino Facioli,,,
Shall We Dance,Comedy Drama Romance,57887882,6.1,Peter Chelsom,Lisa Ann Walter,Nick Cannon,Omar Benson Miller,,,
Small Soldiers,Action Adventure Comedy Family Sci-Fi,53955614,6.1,Joe Dante,Kirsten Dunst,Denis Leary,Robert Picardo,,,
Spawn,Action Horror,54967359,5.2,Mark A.Z. Dippé,Michael Jai White,Frank Welker,Miko Hughes,,,
The Count of Monte Cristo,Action Adventure Drama Romance Thriller,54228104,7.7,Kevin Reynolds,Henry Cavill,James Frain,Michael Wincott,,,
The Lincoln Lawyer,Crime Drama Thriller,57981889,7.3,Brad Furman,Matthew McConaughey,Margarita Levieva,Frances Fisher,,,
Unknown,Action Mystery Thriller,61094903,6.9,Jaume Collet-Serra,Liam Neeson,Frank Langella,Aidan Quinn,,,
The Prestige,Drama Mystery Sci-Fi Thriller,53082743,8.5,Christopher Nolan,Christian Bale,Hugh Jackman,Scarlett Johansson,,,
Horrible Bosses 2,Comedy Crime,54414716,6.3,Sean Anders,Kevin Spacey,Christoph Waltz,Lindsay Sloane,,,
Escape from Planet Earth,Adventure Animation Comedy Family Sci-Fi,57011847,5.9,Cal Brunker,Brendan Fraser,Paul Scheer,Jonathan Morgan Heit,,,
Apocalypto,Action Adventure Drama Thriller,50859889,7.8,Mel Gibson,Rudy Youngblood,Dalia Hernández,Jonathan Brewer,,,
The Living Daylights,Action Adventure Thriller,51185897,6.7,John Glen,Joe Don Baker,Desmond Llewelyn,Art Malik,,,
Predators,Action Adventure Sci-Fi Thriller,52000688,6.4,Nimród Antal,Topher Grace,Alice Braga,Derek Mears,,,
Legal Eagles,Comedy Crime Romance,49851591,5.9,Ivan Reitman,Brian Dennehy,Debra Winger,Roscoe Lee Browne,,,
Secret Window,Mystery Thriller,47781388,6.6,David Koepp,Johnny Depp,Charles S. Dutton,Timothy Hutton,,,
The Lake House,Drama Fantasy Romance,52320979,6.8,Alejandro Agresti,Keanu Reeves,Dylan Walsh,Ebon Moss-Bachrach,,,
The Skeleton Key,Horror Mystery Thriller,47806295,6.5,Iain Softley,Gena Rowlands,Deneen Tyler,Joy Bryant,,,
The Odd Life of Timothy Green,Comedy Drama Family Fantasy,51853450,6.6,Peter Hedges,Jennifer Garner,Odeya Rush,Common,,,
Made of Honor,Comedy Romance,46012734,5.8,Paul Weiland,Busy Philipps,Beau Garrett,Kevin Sussman,,,
Jersey Boys,Biography Drama Music Musical,47034272,6.9,Clint Eastwood,Johnny Cannizzaro,Steve Schirripa,Scott Vance,,,
The Rainmaker,Crime Drama Thriller,45856732,7.1,Francis Ford Coppola,Matt Damon,Dean Stockwell,Virginia Madsen,,,
Gothika,Horror Mystery Thriller,59588068,5.8,Mathieu Kassovitz,Robert Downey Jr.,Charles S. Dutton,Bernard Hill,,,
Amistad,Drama History,44175394,7.2,Steven Spielberg,Anthony Hopkins,Morgan Freeman,Matthew McConaughey,,,
Medicine Man,Adventure Drama Romance,45500797,6,John McTiernan,Lorraine Bracco,José Wilker,Sean Connery,,,
Aliens vs. Predator: Requiem,Action Horror Sci-Fi Thriller,41797066,4.7,Colin Strause,Sam Trammell,Johnny Lewis,Ian Whyte,,,
Richie Rich,Comedy Family,38087756,5.2,Donald Petrie,Macaulay Culkin,John Larroquette,Jonathan Hyde,,,
Autumn in New York,Drama Romance,37752931,5.5,Joan Chen,J.K. Simmons,Sam Trammell,Elaine Stritch,,,
Music and Lyrics,Comedy Music Romance,50562555,6.5,Marc Lawrence,Brad Garrett,Scott Porter,Haley Bennett,,,
Paul,Adventure Comedy Sci-Fi,37371385,7,Greg Mottola,Bobby Lee,Nelson Ascencio,Jeremy Owen,,,
The Guilt Trip,Comedy Drama,37101011,5.8,Anne Fletcher,Miriam Margolyes,Tom Virtue,Julene Renee,,,
Scream 4,Horror Mystery,38176892,6.2,Wes Craven,Alison Brie,Aimee Teegarden,Shenae Grimes-Beech,,,
8MM,Mystery Thriller,36283504,6.5,Joel Schumacher,Nicolas Cage,Chris Bauer,Anthony Heald,,,
The Doors,Biography Drama Music Musical,35183792,7.2,Oliver Stone,Michael Wincott,Kevin Dillon,Kathleen Quinlan,,,
Sex Tape,Comedy,38543473,5.1,Jake Kasdan,James Wilcox,Randall Park,Nat Faxon,,,
Hanging Up,Comedy Drama,36037909,4.7,Diane Keaton,Adam Arkin,Celia Weston,Jesse James,,,
Final Destination 5,Horror,42575718,5.9,Steven Quale,Emma Bell,Jacqueline MacInnes Wood,Courtney B. Vance,,,
Mickey Blue Eyes,Comedy Crime Romance,33864342,5.8,Kelly Makin,Jeanne Tripplehorn,Burt Young,Vincent Pastore,,,
Pay It Forward,Drama,33508922,7.2,Mimi Leder,Kevin Spacey,Haley Joel Osment,Angie Dickinson,,,
Fever Pitch,Comedy Drama Romance Sport,42071069,6.2,Bobby Farrelly,Jimmy Fallon,KaDee Strickland,Ione Skye,,,
Arthura    ,Animation Comedy Family,,7.4,,Bruce Dinsmore,Melissa Altro,Daniel Brochu,,,
Drillbit Taylor,Comedy Drama,32853640,5.7,Steven Brill,Lisa Ann Walter,Shaun Weiss,Matt Walsh,,,
A Million Ways to Die in the West,Comedy Western,42615685,6.1,Seth MacFarlane,Liam Neeson,Charlize Theron,Seth MacFarlane,,,
The Shadow,Action Adventure Crime Fantasy Mystery Thriller,32055248,6,Russell Mulcahy,Jonathan Winters,Peter Boyle,John Kapelos,,,
Extremely Loud & Incredibly Close,Adventure Drama Mystery,31836745,6.9,Stephen Daldry,Tom Hanks,Thomas Horn,Stephen Henderson,,,
Morning Glory,Comedy Drama Romance,30993544,6.5,Roger Michell,Noah Bean,Patti D'Arbanville,Vanessa Aspillaga,,,
Get Rich or Die Tryin',Biography Crime Drama Music,30981850,5,Jim Sheridan,50 Cent,Bill Duke,Marc John Jefferies,,,
The Art of War,Action Adventure Crime Thriller,30199105,5.7,Christian Duguay,Michael Biehn,Cary-Hiroyuki Tagawa,Anne Archer,,,
Rent,Drama Musical Romance,29077547,7,Chris Columbus,Rosario Dawson,David Fine,Jesse L. Martin,,,
Bless the Child,Crime Drama Horror Thriller,29374178,5.1,Chuck Russell,Rufus Sewell,Jimmy Smits,Angela Bettis,,,
The Out-of-Towners,Comedy,28535768,5.3,Sam Weisman,Oliver Hudson,Valerie Perri,Carlease Burke,,,
The Island of Dr. Moreau,Horror Sci-Fi Thriller,27663982,4.4,John Frankenheimer,Marlon Brando,Temuera Morrison,Marco Hofschneider,,,
The Musketeer,Action Adventure Romance,27053815,4.7,Peter Hyams,Catherine Deneuve,Justin Chambers,Stephen Rea,,,
The Other Boleyn Girl,Biography Drama History Romance,26814957,6.7,Justin Chadwick,Natalie Portman,Scarlett Johansson,Benedict Cumberbatch,,,
Sweet November,Drama Romance,25178165,6.7,Pat O'Connor,Keanu Reeves,Charlize Theron,Frank Langella,,,
The Reaping,Horror Thriller,25117498,5.7,Stephen Hopkins,Stephen Rea,Andrea Frankle,William Ragsdale,,,
Mean Streets,Crime Drama Romance Thriller,32645,7.4,Martin Scorsese,Robert De Niro,David Carradine,David Proval,,,
Renaissance Man,Comedy Drama,24332324,6.1,Penny Marshall,Ed Begley Jr.,Cliff Robertson,Lillo Brancato,,,
Colombiana,Action Crime Drama Thriller,36665854,6.4,Olivier Megaton,Jordi Mollà,Callum Blue,Jesse Borrego,,,
The Magic Sword: Quest for Camelot,Adventure Animation Comedy Drama Family Fantasy Musical,22717758,6.2,Frederik Du Chau,Gary Oldman,Jaleel White,Eric Idle,,,
City by the Sea,Crime Drama Mystery Thriller,22433915,6.2,Michael Caton-Jones,Robert De Niro,James Franco,John Doman,,,
At First Sight,Drama Romance,22326247,5.9,Irwin Winkler,Mira Sorvino,Nathan Lane,Steven Weber,,,
Torque,Action Comedy Crime,21176322,4,Joseph Kahn,Dane Cook,Jay Hernandez,Christina Milian,,,
City Hall,Drama Thriller,20300000,6.2,Harold Becker,Al Pacino,Martin Landau,Bridget Fonda,,,
Showgirls,Drama,20302961,4.6,Paul Verhoeven,Bobbie Phillips,Elizabeth Berkley,Robert Davi,,,
Marie Antoinette,Biography Drama History Romance,15962471,6.4,Sofia Coppola,Kirsten Dunst,Shirley Henderson,Rip Torn,,,
Kiss of Death,Action Crime Thriller,14942422,5.9,Barbet Schroeder,Nicolas Cage,Michael Rapaport,Philip Baker Hall,,,
Get Carter,Action Crime Drama Thriller,14967182,5.1,Stephen Kay,Sylvester Stallone,Miranda Richardson,Lauren Lee Smith,,,
The Impossible,Drama Thriller,18996755,7.6,J.A. Bayona,Naomi Watts,Geraldine Chaplin,Oaklee Pendergast,,,
Ishtar,Action Adventure Comedy Music Thriller,14375181,4.2,Elaine May,Carol Kane,Warren Beatty,Isabelle Adjani,,,
Fantastic Mr. Fox,Adventure Animation Comedy Crime Family,20999103,7.8,Wes Anderson,Bill Murray,Meryl Streep,Helen McCrory,,,
Life or Something Like It,Comedy Romance,14448589,5.8,Stephen Herek,Angelina Jolie Pitt,Stockard Channing,James Gammon,,,
Memoirs of an Invisible Man,Comedy Romance Sci-Fi Thriller,14358033,5.9,John Carpenter,Richard Epcar,Michael McKean,Patricia Heaton,,,
Amaclie,Comedy Romance,33201661,8.4,Jean-Pierre Jeunet,Mathieu Kassovitz,Jamel Debbouze,Isabelle Nanty,,,
New York Minute,Comedy Crime Family Romance,14018364,4.8,Dennie Gordon,Mary-Kate Olsen,Bob Saget,Riley Smith,,,
Alfie,Comedy Drama Romance,13395939,6.2,Charles Shyer,Omar Epps,Nia Long,Jane Krakowski,,,
Big Miracle,Biography Drama Romance,20113965,6.5,Ken Kwapis,Ted Danson,Tim Blake Nelson,Andrew Daly,,,
The Deep End of the Ocean,Drama,13376506,6.3,Ulu Grosbard,Alexa PenaVega,Treat Williams,Jonathan Jackson,,,
Feardotcom,Crime Horror Thriller,13208023,3.3,William Malone,Natascha McElhone,Jeffrey Combs,Udo Kier,,,
Cirque du Freak: The Vampire's Assistant,Action Adventure Fantasy Thriller,13838130,5.9,Paul Weitz,Josh Hutcherson,Salma Hayek,Patrick Fugit,,,
Victor Frankenstein,Drama Horror Sci-Fi Thriller,5773519,6,Paul McGuigan,Daniel Radcliffe,Spencer Wilding,Daniel Mays,,,
Duplex,Comedy,9652000,5.8,Danny DeVito,Justin Theroux,Amber Valletta,Harvey Fierstein,,,
Soul Men,Comedy Drama Music,12081447,6.5,Malcolm D. Lee,Bernie Mac,Sean Hayes,Mike Epps,,,
Raise the Titanic,Action Adventure Drama Thriller,7000000,4.7,Jerry Jameson,M. Emmet Walsh,Jason Robards,Anne Archer,,,
Universal Soldier: The Return,Action Sci-Fi,10431220,4.1,Mic Rodgers,Michael Jai White,Daniel von Bargen,Xander Berkeley,,,
Pandorum,Action Horror Mystery Sci-Fi Thriller,10326062,6.8,Christian Alvart,Norman Reedus,Dennis Quaid,Eddie Rouse,,,
Impostor,Drama Mystery Sci-Fi Thriller,6114237,6.2,Gary Fleder,Gary Dourdan,Mekhi Phifer,Tim Guinee,,,
Extreme Ops,Action Adventure Thriller,4835968,4.5,Christian Duguay,Rufus Sewell,Bridgette Wilson-Sampras,Rupert Graves,,,
Just Visiting,Comedy Fantasy Sci-Fi,4777007,5.8,Jean-Marie Poiré,Bridgette Wilson-Sampras,Matt Ross,John Aylward,,,
Sunshine,Adventure Sci-Fi Thriller,3675072,7.3,Danny Boyle,Chris Evans,Benedict Wong,Troy Garity,,,
A Thousand Words,Comedy Drama,18438149,5.9,Brian Robbins,John Gatins,Lou Saliba,Greg Collins,,,
Delgo,Adventure Animation Comedy Fantasy Romance,511920,4.4,Marc F. Adler,Eric Idle,Anne Bancroft,Kelly Ripa,,,
The Gunman,Action Crime Drama Mystery Thriller,10640645,5.8,Pierre Morel,Ray Winstone,Mark Rylance,Jasmine Trinca,,,
Alex Rider: Operation Stormbreaker,Action Adventure Family Thriller,652526,5.1,Geoffrey Sax,Alex Pettyfer,Sophie Okonedo,Ashley Walters,,,
Disturbia,Drama Mystery Thriller,80050171,6.9,D.J. Caruso,Sarah Roemer,Aaron Yoo,Jose Pablo Cantillo,,,
Hackers,Comedy Crime Drama Thriller,7564000,6.2,Iain Softley,Angelina Jolie Pitt,Fisher Stevens,Lorraine Bracco,,,
The Hunting Party,Adventure Comedy Drama Romance Thriller War,876671,6.9,Richard Shepard,James Brolin,Zan Marolt,Ljubomir Kerekes,,,
The Hudsucker Proxy,Comedy Fantasy,2869369,7.3,Joel Coen,Jennifer Jason Leigh,Bill Cobbs,John Mahoney,,,
The Warlords,Action Drama History Romance War,128978,7.1,Peter Ho-Sun Chan,Jet Li,Takeshi Kaneshiro,Andy Lau,,,
Nomad: The Warrior,Drama History War,77231,6,Sergey Bodrov,Jay Hernandez,Kuno Becker,Jason Scott Lee,,,
Snowpiercer,Action Drama Sci-Fi Thriller,4563029,7,Joon-ho Bong,Chris Evans,Ewen Bremner,Kang-ho Song,,,
A Monster in Paris,Adventure Animation Comedy Fantasy Music Romance,,6.8,Bibo Bergeron,Adam Goldberg,Bob Balaban,François Cluzet,,,
The Last Shot,Comedy,463730,5.7,Jeff Nathanson,Matthew Broderick,Glenn Morshower,Tim Blake Nelson,,,
The Crow,Action Drama Fantasy,50693162,7.6,Alex Proyas,Michael Wincott,Bai Ling,David Patrick Kelly,,,
Baahubali: The Beginning,Action Adventure Drama Fantasy War,6498000,8.4,S.S. Rajamouli,Tamannaah Bhatia,Anushka Shetty,Prabhas,,,
The Time Traveler's Wife,Drama Fantasy Romance Sci-Fi,63411478,7.1,Robert Schwentke,Arliss Howard,Brooklynn Proulx,Michelle Nolden,,,
Because I Said So,Comedy Romance,42640890,5.6,Michael Lehmann,Colin Ferguson,Stephen Collins,Tom Everett Scott,,,
The Fast and the Furious,Action Crime Thriller,144512310,6.7,Rob Cohen,Paul Walker,Vin Diesel,Jordana Brewster,,,
Frankenweenie,Animation Comedy Family Horror Sci-Fi,35287788,7,Tim Burton,Martin Landau,Catherine O'Hara,Atticus Shaffer,,,
Serenity,Action Adventure Sci-Fi Thriller,25335935,8,Joss Whedon,Adam Baldwin,Sean Maher,Michael Hitchcock,,,
Against the Ropes,Biography Drama Romance Sport,5881504,5.3,Charles S. Dutton,Omar Epps,Charles S. Dutton,Tim Daly,,,
Superman III,Action Comedy Sci-Fi,60000000,4.9,Richard Lester,Margot Kidder,Robert Vaughn,Jackie Cooper,,,
Grudge Match,Comedy Sport,29802761,6.4,Peter Segal,Robert De Niro,Sylvester Stallone,Oscar Gale,,,
Red Cliff,Action Adventure Drama History War,626809,7.4,John Woo,Takeshi Kaneshiro,Tony Chiu Wai Leung,Wei Zhao,,,
Sweet Home Alabama,Comedy Romance,127214072,6.1,Andy Tennant,Ethan Embry,Mary Lynn Rajskub,Courtney Gains,,,
The Ugly Truth,Comedy Romance,88915214,6.5,Robert Luketic,Gerard Butler,John Michael Higgins,Eric Winter,,,
Sgt. Bilko,Comedy,30400000,5.7,Jonathan Lynn,Austin Pendleton,Phil Hartman,Max Casella,,,
Spy Kids 2: Island of Lost Dreams,Action Adventure Comedy Family Sci-Fi,85570368,5.1,Robert Rodriguez,Steve Buscemi,Alexa PenaVega,Emily Osment,,,
Star Trek: Generations,Action Adventure Mystery Sci-Fi Thriller,75668868,6.6,David Carson,LeVar Burton,Alan Ruck,Jonathan Frakes,,,
The Grandmaster,Action Biography Drama,6594136,6.5,Kar-Wai Wong,Tony Chiu Wai Leung,Hye-kyo Song,Elvis Tsui,,,
Water for Elephants,Drama Romance,58700247,6.9,Francis Lawrence,Robert Pattinson,Christoph Waltz,James Frain,,,
3rd Rock from the Sun            ,Comedy Family Sci-Fi,,7.8,,Joseph Gordon-Levitt,Wayne Knight,Kristen Johnston,,,
Dragon Nest: Warriors' Dawn,Adventure Animation Family Fantasy,,6.4,Yuefeng Song,Blythe Auffarth,Bianca Collins,Jiao Xu,,,
The Hurricane,Biography Drama Sport,50668906,7.6,Norman Jewison,Denzel Washington,Vincent Pastore,Deborah Kara Unger,,,
Enough,Crime Drama Thriller,39177215,5.6,Michael Apted,Bill Cobbs,Jeff Kober,Billy Campbell,,,
Heartbreakers,Comedy Crime Romance,40334024,6.2,David Mirkin,Sarah Silverman,Anne Bancroft,Jeffrey Jones,,,
Paul Blart: Mall Cop 2,Action Comedy Crime,71038190,4.4,Andy Fickman,D.B. Woodside,Daniella Alonso,Eduardo Verástegui,,,
Angel Eyes,Drama Romance,24044532,5.6,Luis Mandoki,Sonia Braga,Shirley Knight,Kari Matchett,,,
