movie_title,genres,gross,imdb_score,director_name,actor_1_name,actor_2_name,actor_3_name
Colombiana�,Action|Crime|Drama|Thriller,36665854,6.4,Olivier Megaton,Jordi Moll�,Callum Blue,Jesse Borrego
The Magic Sword: Quest for Camelot�,Adventure|Animation|Comedy|Drama|Family|Fantasy|Musical,22717758,6.2,Frederik Du Chau,Gary Oldman,Jaleel White,Eric Idle
City by the Sea�,Crime|Drama|Mystery|Thriller,22433915,6.2,Michael Caton-Jones,Robert De Niro,James Franco,John Doman
At First Sight�,Drama|Romance,22326247,5.9,Irwin Winkler,Mira Sorvino,Nathan Lane,Steven Weber
Torque�,Action|Comedy|Crime,21176322,4,Joseph Kahn,Dane Cook,Jay Hernandez,Christina Milian
City Hall�,Drama|Thriller,20300000,6.2,Harold Becker,Al Pacino,Martin Landau,Bridget Fonda
Showgirls�,Drama,20302961,4.6,Paul Verhoeven,Bobbie Phillips,Elizabeth Berkley,Robert Davi
Marie Antoinette�,Biography|Drama|History|Romance,15962471,6.4,Sofia Coppola,Kirsten Dunst,Shirley Henderson,Rip Torn
Kiss of Death�,Action|Crime|Thriller,14942422,5.9,Barbet Schroeder,Nicolas Cage,Michael Rapaport,Philip Baker Hall
Get Carter�,Action|Crime|Drama|Thriller,14967182,5.1,Stephen Kay,Sylvester Stallone,Miranda Richardson,Lauren Lee Smith
The Impossible�,Drama|Thriller,18996755,7.6,J.A. Bayona,Naomi Watts,Geraldine Chaplin,Oaklee Pendergast
Ishtar�,Action|Adventure|Comedy|Music|Thriller,14375181,4.2,Elaine May,Carol Kane,Warren Beatty,Isabelle Adjani
Fantastic Mr. Fox�,Adventure|Animation|Comedy|Crime|Family,20999103,7.8,Wes Anderson,Bill Murray,Meryl Streep,Helen McCrory
Life or Something Like It�,Comedy|Romance,14448589,5.8,Stephen Herek,Angelina Jolie Pitt,Stockard Channing,James Gammon
Memoirs of an Invisible Man�,Comedy|Romance|Sci-Fi|Thriller,14358033,5.9,John Carpenter,Richard Epcar,Michael McKean,Patricia Heaton
Am�lie�,Comedy|Romance,33201661,8.4,Jean-Pierre Jeunet,Mathieu Kassovitz,Jamel Debbouze,Isabelle Nanty
New York Minute�,Comedy|Crime|Family|Romance,14018364,4.8,Dennie Gordon,Mary-Kate Olsen,Bob Saget,Riley Smith
Alfie�,Comedy|Drama|Romance,13395939,6.2,Charles Shyer,Omar Epps,Nia Long,Jane Krakowski
Big Miracle�,Biography|Drama|Romance,20113965,6.5,Ken Kwapis,Ted Danson,Tim Blake Nelson,Andrew Daly
The Deep End of the Ocean�,Drama,13376506,6.3,Ulu Grosbard,Alexa PenaVega,Treat Williams,Jonathan Jackson
Feardotcom�,Crime|Horror|Thriller,13208023,3.3,William Malone,Natascha McElhone,Jeffrey Combs,Udo Kier
Cirque du Freak: The Vampire's Assistant�,Action|Adventure|Fantasy|Thriller,13838130,5.9,Paul Weitz,Josh Hutcherson,Salma Hayek,Patrick Fugit
Victor Frankenstein�,Drama|Horror|Sci-Fi|Thriller,5773519,6,Paul McGuigan,Daniel Radcliffe,Spencer Wilding,Daniel Mays
Duplex�,Comedy,9652000,5.8,Danny DeVito,Justin Theroux,Amber Valletta,Harvey Fierstein
Soul Men�,Comedy|Drama|Music,12081447,6.5,Malcolm D. Lee,Bernie Mac,Sean Hayes,Mike Epps
Raise the Titanic�,Action|Adventure|Drama|Thriller,7000000,4.7,Jerry Jameson,M. Emmet Walsh,Jason Robards,Anne Archer
Universal Soldier: The Return�,Action|Sci-Fi,10431220,4.1,Mic Rodgers,Michael Jai White,Daniel von Bargen,Xander Berkeley
Pandorum�,Action|Horror|Mystery|Sci-Fi|Thriller,10326062,6.8,Christian Alvart,Norman Reedus,Dennis Quaid,Eddie Rouse
Impostor�,Drama|Mystery|Sci-Fi|Thriller,6114237,6.2,Gary Fleder,Gary Dourdan,Mekhi Phifer,Tim Guinee
Extreme Ops�,Action|Adventure|Thriller,4835968,4.5,Christian Duguay,Rufus Sewell,Bridgette Wilson-Sampras,Rupert Graves
Just Visiting�,Comedy|Fantasy|Sci-Fi,4777007,5.8,Jean-Marie Poir�,Bridgette Wilson-Sampras,Matt Ross,John Aylward
Sunshine�,Adventure|Sci-Fi|Thriller,3675072,7.3,Danny Boyle,Chris Evans,Benedict Wong,Troy Garity
A Thousand Words�,Comedy|Drama,18438149,5.9,Brian Robbins,John Gatins,Lou Saliba,Greg Collins
Delgo�,Adventure|Animation|Comedy|Fantasy|Romance,511920,4.4,Marc F. Adler,Eric Idle,Anne Bancroft,Kelly Ripa
The Gunman�,Action|Crime|Drama|Mystery|Thriller,10640645,5.8,Pierre Morel,Ray Winstone,Mark Rylance,Jasmine Trinca
Alex Rider: Operation Stormbreaker�,Action|Adventure|Family|Thriller,652526,5.1,Geoffrey Sax,Alex Pettyfer,Sophie Okonedo,Ashley Walters
Disturbia�,Drama|Mystery|Thriller,80050171,6.9,D.J. Caruso,Sarah Roemer,Aaron Yoo,Jose Pablo Cantillo
Hackers�,Comedy|Crime|Drama|Thriller,7564000,6.2,Iain Softley,Angelina Jolie Pitt,Fisher Stevens,Lorraine Bracco
The Hunting Party�,Adventure|Comedy|Drama|Romance|Thriller|War,876671,6.9,Richard Shepard,James Brolin,Zan Marolt,Ljubomir Kerekes
The Hudsucker Proxy�,Comedy|Fantasy,2869369,7.3,Joel Coen,Jennifer Jason Leigh,Bill Cobbs,John Mahoney
The Warlords�,Action|Drama|History|Romance|War,128978,7.1,Peter Ho-Sun Chan,Jet Li,Takeshi Kaneshiro,Andy Lau
Nomad: The Warrior�,Drama|History|War,77231,6,Sergey Bodrov,Jay Hernandez,Kuno Becker,Jason Scott Lee
Snowpiercer�,Action|Drama|Sci-Fi|Thriller,4563029,7,Joon-ho Bong,Chris Evans,Ewen Bremner,Kang-ho Song
A Monster in Paris�,Adventure|Animation|Comedy|Fantasy|Music|Romance,,6.8,Bibo Bergeron,Adam Goldberg,Bob Balaban,Fran�ois Cluzet
The Last Shot�,Comedy,463730,5.7,Jeff Nathanson,Matthew Broderick,Glenn Morshower,Tim Blake Nelson
The Crow�,Action|Drama|Fantasy,50693162,7.6,Alex Proyas,Michael Wincott,Bai Ling,David Patrick Kelly
Baahubali: The Beginning�,Action|Adventure|Drama|Fantasy|War,6498000,8.4,S.S. Rajamouli,Tamannaah Bhatia,Anushka Shetty,Prabhas
The Time Traveler's Wife�,Drama|Fantasy|Romance|Sci-Fi,63411478,7.1,Robert Schwentke,Arliss Howard,Brooklynn Proulx,Michelle Nolden
Because I Said So�,Comedy|Romance,42640890,5.6,Michael Lehmann,Colin Ferguson,Stephen Collins,Tom Everett Scott
The Fast and the Furious�,Action|Crime|Thriller,144512310,6.7,Rob Cohen,Paul Walker,Vin Diesel,Jordana Brewster
Frankenweenie�,Animation|Comedy|Family|Horror|Sci-Fi,35287788,7,Tim Burton,Martin Landau,Catherine O'Hara,Atticus Shaffer
Serenity�,Action|Adventure|Sci-Fi|Thriller,25335935,8,Joss Whedon,Adam Baldwin,Sean Maher,Michael Hitchcock
Against the Ropes�,Biography|Drama|Romance|Sport,5881504,5.3,Charles S. Dutton,Omar Epps,Charles S. Dutton,Tim Daly
Superman III�,Action|Comedy|Sci-Fi,60000000,4.9,Richard Lester,Margot Kidder,Robert Vaughn,Jackie Cooper
Grudge Match�,Comedy|Sport,29802761,6.4,Peter Segal,Robert De Niro,Sylvester Stallone,Oscar Gale
Red Cliff�,Action|Adventure|Drama|History|War,626809,7.4,John Woo,Takeshi Kaneshiro,Tony Chiu Wai Leung,Wei Zhao
Sweet Home Alabama�,Comedy|Romance,127214072,6.1,Andy Tennant,Ethan Embry,Mary Lynn Rajskub,Courtney Gains
The Ugly Truth�,Comedy|Romance,88915214,6.5,Robert Luketic,Gerard Butler,John Michael Higgins,Eric Winter
Sgt. Bilko�,Comedy,30400000,5.7,Jonathan Lynn,Austin Pendleton,Phil Hartman,Max Casella
Spy Kids 2: Island of Lost Dreams�,Action|Adventure|Comedy|Family|Sci-Fi,85570368,5.1,Robert Rodriguez,Steve Buscemi,Alexa PenaVega,Emily Osment
Star Trek: Generations�,Action|Adventure|Mystery|Sci-Fi|Thriller,75668868,6.6,David Carson,LeVar Burton,Alan Ruck,Jonathan Frakes
The Grandmaster�,Action|Biography|Drama,6594136,6.5,Kar-Wai Wong,Tony Chiu Wai Leung,Hye-kyo Song,Elvis Tsui
Water for Elephants�,Drama|Romance,58700247,6.9,Francis Lawrence,Robert Pattinson,Christoph Waltz,James Frain
3rd Rock from the Sun�            ,Comedy|Family|Sci-Fi,,7.8,,Joseph Gordon-Levitt,Wayne Knight,Kristen Johnston
Dragon Nest: Warriors' Dawn�,Adventure|Animation|Family|Fantasy,,6.4,Yuefeng Song,Blythe Auffarth,Bianca Collins,Jiao Xu
The Hurricane�,Biography|Drama|Sport,50668906,7.6,Norman Jewison,Denzel Washington,Vincent Pastore,Deborah Kara Unger
Enough�,Crime|Drama|Thriller,39177215,5.6,Michael Apted,Bill Cobbs,Jeff Kober,Billy Campbell
Heartbreakers�,Comedy|Crime|Romance,40334024,6.2,David Mirkin,Sarah Silverman,Anne Bancroft,Jeffrey Jones
Paul Blart: Mall Cop 2�,Action|Comedy|Crime,71038190,4.4,Andy Fickman,D.B. Woodside,Daniella Alonso,Eduardo Ver�stegui
Angel Eyes�,Drama|Romance,24044532,5.6,Luis Mandoki,Sonia Braga,Shirley Knight,Kari Matchett
Joe Somebody�,Comedy|Drama,22770864,5.5,John Pasquin,Jim Belushi,Ken Marino,Kelly Lynch
The Ninth Gate�,Mystery|Thriller,18653746,6.7,Roman Polanski,Johnny Depp,Frank Langella,Lena Olin
Extreme Measures�,Crime|Drama|Mystery|Thriller,17305211,6.1,Michael Apted,J.K. Simmons,Paul Guilfoyle,Bill Nunn
Rock Star�,Drama|Music,16991902,6.2,Stephen Herek,Beth Grant,Dagmara Dominczyk,Matthew Glave
Precious�,Drama,47536959,7.3,Lee Daniels,Mo'Nique,Gabourey Sidibe,Mariah Carey
White Squall�,Adventure|Drama,10300000,6.6,Ridley Scott,Jeff Bridges,Jason Marsden,Ethan Embry
The Thing�,Horror|Mystery|Sci-Fi,13782838,8.2,John Carpenter,Wilford Brimley,Richard Masur,David Clennon
Riddick�,Action|Sci-Fi|Thriller,41997790,6.4,David Twohy,Vin Diesel,Nolan Gerard Funk,Bokeem Woodbine
Switchback�,Crime|Mystery|Thriller,6482195,6.4,Jeb Stuart,Gregory Scott Cummins,Claudia Stedelin,Ted Markland
Texas Rangers�,Action|Adventure|Drama|Thriller|Western,623374,5.2,Steve Miner,Tom Skerritt,Usher Raymond,Leonor Varela
City of Ember�,Adventure|Family|Fantasy|Sci-Fi,7871693,6.5,Gil Kenan,Bill Murray,Toby Jones,Harry Treadaway
The Master�,Drama,16377274,7.1,Paul Thomas Anderson,Mike Howard,Jeffrey W. Jenkins,Bruce Goodchild
Virgin Territory�,Adventure|Comedy|History|Romance,,4.8,David Leland,Hayden Christensen,Ryan Cartwright,David Walliams
The Express�,Biography|Drama|Sport,9589875,7.3,Gary Fleder,Dennis Quaid,Nicole Beharie,Charles S. Dutton
The 5th Wave�,Action|Adventure|Sci-Fi|Thriller,34912982,5.2,J Blakeson,Chlo� Grace Moretz,Maggie Siff,Nick Robinson
Creed�,Drama|Sport,109712885,7.7,Ryan Coogler,Sylvester Stallone,Phylicia Rashad,Graham McTavish
The Town�,Crime|Drama|Thriller,92173235,7.6,Ben Affleck,Jeremy Renner,Jon Hamm,Owen Burke
What to Expect When You're Expecting�,Comedy|Drama|Romance,41102171,5.7,Kirk Jones,Anna Kendrick,Dennis Quaid,Thomas Lennon
Burn After Reading�,Comedy|Drama,60338891,7,Ethan Coen,J.K. Simmons,Brad Pitt,Kevin Sussman
Nim's Island�,Adventure|Comedy|Family|Fantasy,48006503,6,Jennifer Flackett,Gerard Butler,Anthony Simcoe,Christopher James Baker
Rush�,Action|Biography|Drama|Sport,26903709,8.1,Ron Howard,Chris Hemsworth,Olivia Wilde,Alexandra Maria Lara
Magnolia�,Drama,22450975,8,Paul Thomas Anderson,Patton Oswalt,Neil Flynn,Jim Meskimen
Cop Out�,Action|Comedy|Crime,44867349,5.6,Kevin Smith,Bruce Willis,Tracy Morgan,Kevin Pollak
How to Be Single�,Comedy|Romance,46813366,6.1,Christian Ditter,Alison Brie,Damon Wayans Jr.,Nicholas Braun
Dolphin Tale�,Drama|Family,72279690,6.9,Charles Martin Smith,Morgan Freeman,Michael Roark,Harry Connick Jr.
Twilight�,Drama|Fantasy|Romance,191449475,5.2,Catherine Hardwicke,Kristen Stewart,Taylor Lautner,Anna Kendrick
John Q�,Crime|Drama|Thriller,71026631,7,Nick Cassavetes,Denzel Washington,Laura Harring,Anne Heche
Blue Streak�,Action|Comedy|Crime|Thriller,68208190,6.3,Les Mayfield,Peter Greene,Dave Chappelle,Tamala Jones
We're the Millers�,Comedy|Crime,150368971,7,Rawson Marshall Thurber,Laura-Leigh,Molly C. Quinn,Thomas Lennon
Obitaemyy ostrov�,Action|Adventure|Sci-Fi,,5.3,Fedor Bondarchuk,Yuliya Snigir,Fedor Bondarchuk,Aleksey Serebryakov
Breakdown�,Action|Crime|Drama|Mystery|Thriller,50129186,6.9,Jonathan Mostow,Kathleen Quinlan,M.C. Gainey,J.T. Walsh
Never Say Never Again�,Action|Adventure|Thriller,55500000,6.2,Irvin Kershner,Bernie Casey,Klaus Maria Brandauer,Barbara Carrera
Hot Tub Time Machine�,Comedy|Sci-Fi,50213619,6.4,Steve Pink,Charlie McDermott,Collette Wolfe,Crystal Lowe
Dolphin Tale 2�,Drama|Family,42019483,6.4,Charles Martin Smith,Morgan Freeman,Taylor Blackwell,Harry Connick Jr.
Reindeer Games�,Action|Adventure|Crime|Drama|Family|Fantasy|Romance|Thriller,23360779,5.7,John Frankenheimer,Charlize Theron,James Frain,Clarence Williams III
A Man Apart�,Action|Crime|Drama|Thriller,26183197,6.1,F. Gary Gray,Vin Diesel,Jeff Kober,Larenz Tate
Aloha�,Comedy|Drama|Romance,20991497,5.4,Cameron Crowe,Emma Stone,Bradley Cooper,Bill Murray
Ghosts of Mississippi�,Drama|History,13052741,6.7,Rob Reiner,Alexa PenaVega,Virginia Madsen,Craig T. Nelson
Snow Falling on Cedars�,Drama|Mystery|Romance|Thriller,14378353,6.8,Scott Hicks,Rick Yune,Reeve Carney,Daniel von Bargen
The Rite�,Drama|Horror|Mystery|Thriller,33037754,6,Mikael H�fstr�m,Anthony Hopkins,Colin O'Donoghue,Toby Jones
Gattaca�,Drama|Sci-Fi|Thriller,12339633,7.8,Andrew Niccol,Blair Underwood,Xander Berkeley,Mason Gamble
Isn't She Great�,Biography|Comedy|Romance,2954405,5.3,Andrew Bergman,Stockard Channing,Nathan Lane,John Larroquette
Space Chimps�,Adventure|Animation|Comedy|Family|Sci-Fi,30105968,4.5,Kirk De Micco,Cheryl Hines,Kenan Thompson,Omid Abtahi
Head of State�,Comedy,37788228,5.4,Chris Rock,Bernie Mac,Dylan Baker,Tracy Morgan
The Hangover�,Comedy,277313371,7.8,Todd Phillips,Bradley Cooper,Rob Riggle,Mike Epps
Ip Man 3�,Action|Biography|Drama|History,2126511,7.2,Wilson Yip,Mike Tyson,Lynn Hung,Kwok-Kwan Chan
Austin Powers: The Spy Who Shagged Me�,Action|Adventure|Comedy|Crime,205399422,6.6,Jay Roach,Muse Watson,Verne Troyer,Robert Wagner
Batman�,Action|Adventure,251188924,7.6,Tim Burton,Michael Gough,Jack Palance,William Hootkins
There Be Dragons�,Biography|Drama|War,1068392,5.9,Roland Joff�,Jordi Moll�,Dougray Scott,Lily Cole
Lethal Weapon 3�,Action|Crime|Thriller,144731527,6.7,Richard Donner,Rene Russo,Nick Chinlund,Stuart Wilson
The Blind Side�,Biography|Drama|Sport,255950375,7.7,John Lee Hancock,Catherine Dyer,Quinton Aaron,Kim Dickens
Rush Hour�            ,Action|Comedy|Crime,,5.8,,Jon Foo,Aimee Garcia,Wendie Malick
Spy Kids�,Action|Adventure|Comedy|Family|Sci-Fi,112692062,5.4,Robert Rodriguez,Alexa PenaVega,Cheech Marin,Daryl Sabara
Horrible Bosses�,Comedy|Crime,117528646,6.9,Seth Gordon,Kevin Spacey,Lindsay Sloane,Reginald Ballard
True Grit�,Adventure|Drama|Western,171031347,7.7,Ethan Coen,Matt Damon,Jeff Bridges,Bruce Green
The Devil Wears Prada�,Comedy|Drama|Romance,124732962,6.8,David Frankel,Meryl Streep,Anne Hathaway,Rebecca Mader
Star Trek: The Motion Picture�,Adventure|Mystery|Sci-Fi,82300000,6.4,Robert Wise,Leonard Nimoy,Nichelle Nichols,Walter Koenig
Identity Thief�,Comedy|Crime,134455175,5.7,Seth Gordon,Jon Favreau,Eric Stonestreet,T.I.
Cape Fear�,Crime|Thriller,79100000,7.3,Martin Scorsese,Robert De Niro,Robert Mitchum,Joe Don Baker
21�,Crime|Drama|Thriller,81159365,6.8,Robert Luketic,Kevin Spacey,Jim Sturgess,Josh Gad
Trainwreck�,Comedy|Romance,110008260,6.3,Judd Apatow,Amy Schumer,Randall Park,Josh Segarra
Guess Who�,Comedy|Romance,67962333,5.9,Kevin Rodney Sullivan,Bernie Mac,Nicole Sullivan,Sherri Shepherd
The English Patient�,Drama|Romance|War,78651430,7.4,Anthony Minghella,Colin Firth,Kristin Scott Thomas,J�rgen Prochnow
L.A. Confidential�,Crime|Drama|Mystery|Thriller,64604977,8.3,Curtis Hanson,Kevin Spacey,Matt McCoy,Paul Guilfoyle
Sky High�,Adventure|Comedy|Family|Sci-Fi,63939454,6.2,Mike Mitchell,Michael Angarano,Kelly Preston,Nicholas Braun
In & Out�,Comedy,63826569,6.3,Frank Oz,Tom Selleck,Wilford Brimley,Lauren Ambrose
Species�,Action|Horror|Sci-Fi|Thriller,60054449,5.8,Roger Donaldson,Natasha Henstridge,Marg Helgenberger,Jordan Lund
A Nightmare on Elm Street�,Horror,26505000,7.5,Wes Craven,Johnny Depp,Lin Shaye,Amanda Wyss
The Cell�,Horror|Sci-Fi|Thriller,61280963,6.3,Tarsem Singh,Dylan Baker,Jake Weber,James Gammon
The Man in the Iron Mask�,Action|Adventure,56876365,6.4,Randall Wallace,Leonardo DiCaprio,Anne Parillaud,Judith Godr�che
Secretariat�,Biography|Drama|Family|History|Sport,59699513,7.2,Randall Wallace,Scott Glenn,Kevin Connolly,Dylan Walsh
TMNT�,Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,54132596,6.3,Kevin Munroe,Chris Evans,Sarah Michelle Gellar,Mako
Radio�,Biography|Drama|Sport,52277485,6.9,Michael Tollin,Alfre Woodard,Riley Smith,Debra Winger
Friends with Benefits�,Comedy|Romance,55802754,6.6,Will Gluck,Mila Kunis,Justin Timberlake,Masi Oka
Neighbors 2: Sorority Rising�,Comedy,55291815,6,Nicholas Stoller,Chlo� Grace Moretz,Ike Barinholtz,Kiersey Clemons
Saving Mr. Banks�,Biography|Comedy|Drama|History|Music,83299761,7.5,John Lee Hancock,Tom Hanks,Ruth Wilson,B.J. Novak
Malcolm X�,Biography|Drama|History|Romance,48169908,7.7,Spike Lee,Denzel Washington,Delroy Lindo,Al Freeman Jr.
This Is 40�,Comedy,67523385,6.2,Judd Apatow,Charlyne Yi,Maude Apatow,Mackenzie Aladjem
Old Dogs�,Comedy|Family,49474048,5.4,Walt Becker,Robin Williams,Bernie Mac,Ann-Margret
Underworld: Rise of the Lycans�,Action|Adventure|Fantasy|Sci-Fi|Thriller,45802315,6.6,Patrick Tatopoulos,Craig Parker,Kevin Grevioux,Steven Mackintosh
License to Wed�,Comedy|Romance,43792641,5.3,Ken Kwapis,Robin Williams,Christine Taylor,Mindy Kaling
The Benchwarmers�,Comedy|Romance|Sport,57651794,5.6,Dennis Dugan,Jon Lovitz,Jon Heder,Tim Meadows
Must Love Dogs�,Comedy|Romance,43894863,5.9,Gary David Goldberg,Stockard Channing,Victor Webster,Elizabeth Perkins
Donnie Brasco�,Biography|Crime|Drama,41954997,7.8,Mike Newell,Johnny Depp,Al Pacino,Anne Heche
Resident Evil�,Action|Horror|Sci-Fi,39532308,6.7,Paul W.S. Anderson,Milla Jovovich,Jaymes Butler,Colin Salmon
Poltergeist�,Fantasy|Horror,76600000,7.4,Tobe Hooper,Heather O'Rourke,Zelda Rubinstein,Craig T. Nelson
The Ladykillers�,Comedy|Crime|Thriller,39692139,6.2,Ethan Coen,J.K. Simmons,Tom Hanks,Stephen Root
Max Payne�,Action|Crime|Drama|Mystery|Thriller,40687294,5.4,John Moore,Mila Kunis,Beau Bridges,Jamie Hector
In Time�,Action|Sci-Fi|Thriller,37553932,6.7,Andrew Niccol,Matt Bomer,Olivia Wilde,Justin Timberlake
The Back-up Plan�,Comedy|Romance,37481242,5.3,Alan Poul,Danneel Ackles,Noureen DeWulf,Tom Bosley
Something Borrowed�,Comedy|Drama|Romance,39026186,5.9,Luke Greenfield,Ashley Williams,Steve Howey,Kirsten Day
Hit the Floor�            ,Drama|Romance,,7,,Jodi Lyn O'Keefe,Kimberly Elise,Logan Browning
Black Knight�,Adventure|Comedy|Fantasy,33422806,4.8,Gil Junger,Tom Wilkinson,Marsha Thomason,Vincent Regan
The Bad News Bears�,Comedy|Drama|Family|Sport,,7.3,Michael Ritchie,Tatum O'Neal,Vic Morrow,Joyce Van Patten
Street Fighter�,Action|Adventure|Comedy|Thriller,33423521,3.8,Steven E. de Souza,Ming-Na Wen,Raul Julia,Kylie Minogue
The Pianist�,Biography|Drama|War,32519322,8.5,Roman Polanski,Emilia Fox,Frank Finlay,Ed Stoppard
From Hell�,Horror|Mystery|Thriller,31598308,6.8,Albert Hughes,Johnny Depp,Jason Flemyng,Ian Richardson
The Nativity Story�,Drama|Family|Fantasy,37617947,6.8,Catherine Hardwicke,Keisha Castle-Hughes,Hiam Abbass,Shaun Toub
House of Wax�,Horror,32048809,5.3,Jaume Collet-Serra,Robert Ri'chard,Paris Hilton,Brian Van Holt
Closer�,Drama|Romance,33987757,7.3,Mike Nichols,Natalie Portman,Julia Roberts,Colin Stinton
J. Edgar�,Biography|Crime|Drama,37304950,6.6,Clint Eastwood,Leonardo DiCaprio,Naomi Watts,Kaitlyn Dever
Mirrors�,Horror|Mystery,30691439,6.2,Alexandre Aja,Jason Flemyng,Cameron Boyce,Julian Glover
Queen of the Damned�,Drama|Fantasy|Horror,30307804,5.2,Michael Rymer,Aaliyah,Lena Olin,Bruce Spence
Predator 2�,Action|Horror|Sci-Fi,30669413,6.2,Stephen Hopkins,Adam Baldwin,Robert Davi,Kevin Peter Hall
Untraceable�,Crime|Drama|Thriller,28687835,6.2,Gregory Hoblit,Billy Burke,Jesse Tyler Ferguson,Joseph Cross
Blast from the Past�,Comedy|Drama|Romance|Sci-Fi,26494611,6.6,Hugh Wilson,Brendan Fraser,Sissy Spacek,Douglas Smith
Flash Gordon�,Action|Adventure|Sci-Fi,,6.4,Mike Hodges,Brian Blessed,William Hootkins,Sam J. Jones
Jersey Girl�,Comedy|Drama|Romance,25266129,6.2,Kevin Smith,Stephen Root,Mike Starr,George Carlin
Alex Cross�,Action|Crime|Mystery|Thriller,25863915,5.1,Rob Cohen,Cicely Tyson,Chad Lindberg,Carmen Ejogo
Midnight in the Garden of Good and Evil�,Crime|Drama|Mystery|Thriller,25078937,6.6,Clint Eastwood,Kevin Spacey,Bob Gunton,Leon Rippy
Heist�,Action|Crime|Thriller,,6.1,Scott Mann,Robert De Niro,Joshua Mikel,D.B. Sweeney
Nanny McPhee Returns�,Comedy|Family|Fantasy,28995450,6.1,Susanna White,Daniel Mays,Bill Bailey,Eros Vlahos
Hoffa�,Biography|Crime|Drama,24276500,6.6,Danny DeVito,Frank Whaley,J.T. Walsh,Paul Guilfoyle
The X Files: I Want to Believe�,Drama|Mystery|Sci-Fi|Thriller,20981633,5.9,Chris Carter,Mitch Pileggi,Callum Rennie,Nicki Aycox
Ella Enchanted�,Comedy|Family|Fantasy|Romance,22913677,6.3,Tommy O'Haver,Anne Hathaway,Steve Coogan,Joanna Lumley
Concussion�,Biography|Drama|Sport,34531832,7.1,Peter Landesman,Will Smith,Eddie Marsan,Albert Brooks
Abduction�,Action|Mystery|Thriller,28064226,5,John Singleton,Ken Arnold,Benjamin J. Cain Jr.,Richard Cetrone
Valiant�,Adventure|Animation|Comedy|Family|War,19447478,5.6,Gary Chapman,Jim Broadbent,Olivia Williams,Pip Torrens
Wonder Boys�,Comedy|Drama,19389454,7.4,Curtis Hanson,Robert Downey Jr.,Rip Torn,Richard Thomas
Superhero Movie�,Action|Comedy|Sci-Fi|Thriller,25871834,4.5,Craig Mazin,Drake Bell,Tracy Morgan,Marion Ross
Broken City�,Crime|Drama|Thriller,19692608,6.2,Allen Hughes,Alona Tal,James Ransone,Michael Beach
Cursed�,Comedy|Horror,19294901,5,Wes Craven,Shannon Elizabeth,Portia de Rossi,Derek Mears
Premium Rush�,Action|Crime|Thriller,20275446,6.5,David Koepp,Joseph Gordon-Levitt,Dania Ramirez,Aasif Mandvi
Hot Pursuit�,Action|Comedy|Crime,34507079,5.1,Anne Fletcher,Jim Gaffigan,Richard T. Jones,Michael Mosley
